fecha,empresa,localidad,provincia,insumo,cupo_total_asignado_m3,produccion__m3,ventas_totales__m3,ventas_a_axion_m3,ventas_a_petrobras_m3,ventas_a_fox_petrol_m3,ventas_a_refineria_del_norte_m3,ventas_a_shell_m3,ventas_a_ypf_m3,ventas_a_energia_derivada_del_petroleo_m3,ventas_a_oil_combustibles_m3,ventas_a_trafigura_oil_m3
11/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5108,5459.330385,5152.242577,1562.97,0,0,0,510.9,2824.86,0,253.51,0
12/1/2015,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,12266,10783.12066,12283.57549,2275.43,608.7,0,0,2086.89,7274.68,0,37.88,0
12/1/2015,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4794,3706.999368,4796.993051,301,0,0,0,3575,921,0,0,0
12/1/2015,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1241,1391.44662,1233.316488,0,0,0,0,0,1233.32,0,0,0
12/1/2015,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2256,3087.845862,2292.495262,0,0,0,0,0,2292.5,0,0,0
12/1/2015,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2820,3571.459255,2904.939987,1664.43,107.69,0,0,0,842.6,0,290.21,0
12/1/2015,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,7200,7492.103601,7142.147821,387.88,495.93,0,0,1626.91,3894.47,0,736.96,0
12/1/2015,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6016,4474.984207,4973.53127,656.51,0,0,0,1883.5,1891.76,0,541.76,0
12/1/2015,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2406,481.377132,2416.373973,0,0,0,0,0,2416.37,0,0,0
12/1/2015,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,9400,8557.34681,9734.542009,1573.47,617.41,0,1690.99,1545.27,3913.72,0,393.68,0
12/1/2015,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,8095,7879.974732,8074.542009,0,0,0,0,0,8074.54,0,0,0
12/1/2015,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2359,1634.870499,1810.486418,1086.54,0,0,0,507.89,0,0,216.05,0
12/1/2015,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12690,12891.47189,12673.55654,2625.7,1158.46,0,0,2307.39,6582.01,0,0,0
12/1/2015,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1137,925.609602,949.2987997,0,0,0,0,582.29,367.01,0,0,0
12/1/2015,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5888,5091.699305,5885.407454,1445.91,0,0,0,802.49,3276.1,0,360.91,0
1/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11849,12350.03159,11848.69236,2531.55,641.35,0,0,2011.63,6664.18,0,0,0
1/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4152,0,4167.997473,299.002,0,0,0,3574,295,0,0,0
1/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1251,1420.164245,1273.783955,0,0,0,0,0,1273.784,0,0,0
1/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2275,2506.860392,2286.746684,0,0,0,0,0,2286.74,0,0,0
1/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2454,952.7605812,2491.408718,1400.518,218.37,0,0,0,544.49,0,328.03,0
1/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,8190,8224.523057,7924.510423,447.56,510.59,0,0,1582.6405,4816.05,0,567.6816,0
1/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6066,5764.068225,5004.207202,655.199,0,0,0,1697.7,2039.85,0,611.45,0
1/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2427,0,2460.631712,0,0,0,0,0,2460.632,0,0,0
1/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,8244,9550.536955,9281.516109,1141.339,504.573,0,1738.79,1204.28,4217.57,0,474.96,0
1/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7820,6943.777637,6818.698673,0,0,0,0,0,6818.69,0,0,0
1/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2379,1401.137081,1367.024637,713.43449,0,0,0,403.03221,0,0,250.16,0
1/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12797,12175.99495,12830.41061,2831.8635,1150.8,0,0,2264.16,6583.59,0,0,0
1/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1365,0,1409.084018,0,0,0,0,937.802,471.282,0,0,0
1/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4956,5329.981049,4976.298168,1333.4933,0,0,253.67,505.951,2883.16,0,0,0
2/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11190,10987.83323,11180.12634,2157.76,498.23,0,0,2084.57,6439.57,0,0,0
2/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4326,5085.003159,4313.000632,298,0,0,0,3431,584,0,0,0
2/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,576,1241.958307,1023.423879,0,0,0,0,0,1023.42,0,0,0
2/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,1964,1493.367025,1988.325963,0,0,0,0,0,1988.32,0,0,0
2/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2416,0,2343.777637,1357.3,219.71,0,0,0,513.59,0,253.18,0
2/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4940,6971.092862,4971.059886,512.34,433.06,0,0,1616.4,1691.37,0,717.89,0
2/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5409,5365.546431,5376.816172,694.63,0,0,0,1593.27,2547.68,0,541.24,0
2/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1909,0,1983.499684,0,0,0,0,0,1983.5,0,0,0
2/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7999,9487.315224,8615.691725,1399.03,495.64,0,1559.33,1200.56,3490.92,0,470.21,0
2/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6875,6924.826279,6892,0,0,0,0,0,6892,0,0,0
2/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2167,1483.259634,1605.81175,852.81,0,0,0,539.48,0,0,213.52,0
2/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12023,11353.75869,12017.9199,2536.72,973.91,0,0,1749.26,6758.03,0,0,0
2/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1092,0,906.9993683,0,0,0,0,543.11,363.89,0,0,0
2/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4773,4656.171826,4728.489956,1565.53,0,0,0,472.04,2506.84,0,184.08,0
3/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,12025,13925.74858,12018.91346,2695.1105,544.13139,0,0,2021.4529,6758.2185,0,0,0
3/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,4978,2631.004422,5005.003159,299.00189,0,0,0,3827.9974,878.00379,0,0,0
3/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,977,1048.325963,986.5192672,0,0,0,0,0,986.51926,0,0,0
3/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2397,0,2403.638661,0,0,0,0,0,2403.6386,0,0,0
3/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2500,1736.92988,2451.95199,1393.7586,183.47441,0,0,0,582.66582,0,292.05306,0
3/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,5775,7184.371447,5786.349968,951.48452,499.10296,0,0,1707.3025,1910.0947,0,718.37018,0
3/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5333,4883.537587,5014.857865,657.37207,0,0,0,1880.897,2114.7062,0,361.8825,0
3/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2072,0,2135.742262,0,0,0,0,0,2135.7422,0,0,0
3/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,7296,7456.677195,7702.779533,791.68667,605.93809,0,1861.7056,840.08843,3278.8376,0,324.52305,0
3/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6875,6986.734049,6880.606443,0,0,0,0,0,6880.6064,0,0,0
3/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1080,1289.95578,1108.022742,384.08085,0,0,0,472.52053,0,0,251.42135,0
3/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12485,12218.31965,12463.94188,2598.1427,1237.5489,0,0,1977.9911,6650.259,0,0,0
3/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1224,65.68540745,1165.091598,0,0,0,0,688.94504,476.14655,0,0,0
3/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5504,5623.108023,5453.316488,1647.1762,0,0,0,471.88881,3001.415,0,332.83638,0
4/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,10961,10976.08339,10814.12988,2190.46,505.14,0,0,1846.51,6272.02,0,0,0
4/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,8192,0,4733.998737,299,0,0,0,3522,913,0,0,0
4/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,416,785.3190145,437.0941251,0,0,0,0,0,437.09,0,0,0
4/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2557,0,2524.245104,0,0,0,0,0,2524.25,0,0,0
4/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2855,2593.796589,2187.833228,1138.5,257.36,0,0,0,543.68,0,248.29,0
4/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4711,4346.595073,4704.559949,602.6,371.57,0,0,1534.69,1596.46,0,599.24,0
4/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6989,4518.18067,4525.009981,850.71,0,0,0,1376.4,2153.06,0,144.84,0
4/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,3382,0,2164.749968,0,0,0,0,0,2164.75,0,0,0
4/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,11462,8802.463677,8357.419962,655.96,930.12,0,1634.4,1203.88,3465.04,0,468.02,0
4/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7200,7474.415666,7191.408718,0,0,0,0,0,7191.41,0,0,0
4/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,1924,1514.845231,1451.674037,866.71,0,0,0,400.51,0,0,184.46,0
4/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11794,12124.32091,11840.20215,2744.6,1007.76,0,0,1906.74,6181.11,0,0,0
4/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1432,2244.169299,1017.939987,0,0,0,0,653.32,364.62,0,0,0
4/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4544,5289.488313,4529.279975,1540.9,0,0,0,399.37,2232.57,0,356.44,0
5/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9416,9724.131396,9478.572331,2188.97,403.39,0,0,1847.8,5038.43,0,0,0
5/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,6200,4505.003159,5001.99621,302,0,0,0,3597,1103,0,0,0
5/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,703,0,691.9393557,0,0,0,0,0,691.94,0,0,0
5/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2138,1418.344915,1833.379659,0,0,0,0,0,1833.38,0,0,0
5/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2468,1540.821226,2460.83386,1439.71,218.34,0,0,0,590.57,0,212.2,0
5/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,3767,5334.226153,3795.02211,566.01,144.62,0,0,1495.59,1011.95,0,576.84,0
5/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,5804,4404.763108,5430.208465,773.32,0,0,0,1301.83,3069.29,0,285.77,0
5/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2635,774.0619078,2672.60897,0,0,0,0,0,2672.61,0,0,0
5/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,9845,10025.81175,9971.95199,1364.27,614.5,0,1433.25,1206.95,4994.43,0,358.54,0
5/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6215,6794.69362,6707.517372,0,0,0,0,0,6707.52,0,0,0
5/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2223,1372.078332,1780.164245,1114.34,0,0,0,406.83,0,0,259,0
5/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10169,12681.86987,10178.1175,2218.96,719.24,0,0,1873.58,5366.34,0,0,0
5/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1167,0,1131.295009,0,0,0,0,695.41,435.88,0,0,0
5/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,3616,4083.423879,3640.404296,1255.12,0,0,0,368.19,1842.17,0,174.93,0
6/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,9853,9689.096652,9853.559949,2194.72,328.59,0,0,1481.14,5849.11,0,0,0
6/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,6421,4386.999368,5146,227,0,0,0,3554,1365,0,0,0
6/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,729,0,740.48,0,0,0,0,0,740.48,0,0,0
6/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2216,2102.3247,2162.349968,0,0,0,0,0,2162.35,0,0,0
6/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2559,2722.286797,3149.569931,2037.2,214.3,0,0,0,577.46,0,320.61,0
6/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,3941,1610.574858,3939.579912,518.7,72.46,0,0,1534.01,1245.17,0,569.24,0
6/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6016,6249.842072,5718.619962,732.14,0,0,0,1742.82,3063.65,0,180.01,0
6/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2814,2524.485155,2819.919899,0,0,0,0,0,2819.92,0,0,0
6/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,10452,9562.956412,10506.83992,1652.87,509.46,0,1578.69,1206.32,5209.54,0,349.96,0
6/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6502,6592.545799,6501.579912,0,0,0,0,0,6501.58,0,0,0
6/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2304,1185.091598,1250.78,702.46,0,0,0,403.03,0,0,145.29,0
6/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,10640,10477.11939,10667.6,2463.97,549.05,0,0,1588.3,6066.28,0,0,0
6/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1209,237.8648136,1174,0,0,0,0,627.49,546.51,0,0,0
6/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,3783,3354.200884,3812.789893,1322.93,0,0,0,402.68,1666.23,0,420.95,0
7/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,10658,10930.2211,10666.21605,2508.6418,398.2691,0,0,1524.6746,6234.6304,0,0,0
7/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,7531,0,5961.617183,0,0,0,0,4975.4516,912.92482,0,0,73.240682
7/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1124,1581.440303,1113.922931,0,0,0,0,0,1113.9229,0,0,0
7/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2695,3017.372078,2636.967783,0,0,0,0,0,2636.9677,0,0,0
7/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,3026,3689.892609,2946.102337,2024.5104,256.27289,0,0,0,593.506,0,71.813013,0
7/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,4649,1754.301958,4654.289324,832.28048,183.31017,0,0,1532.3689,1523.1964,0,583.13329,0
7/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,6807,4860.341124,6566.607707,926.29185,0,0,0,2476.1465,2842.6405,0,321.52874,0
7/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,1452,4360.871762,1495.540114,0,0,0,0,0,1495.5401,0,0,0
7/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,11348,12332.79848,11378.1175,1722.0341,1214.5167,0,1648.9071,1202.5015,5198.7997,0,391.35818,0
7/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,6944,7473.152243,6947.567909,0,0,0,0,0,6947.5679,0,0,0
7/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2479,1676.563487,1655.085281,740.36639,0,0,0,697.40998,0,0,217.3089,0
7/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,11491,12958.0796,11502.83007,2643.626,1166.5824,0,0,1518.7618,6173.8597,0,0,0
7/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1625,2454.09981,1792.849021,0,0,0,0,731.34554,1061.5034,0,0,0
7/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4344,4569.86734,4342.665824,1543.3986,0,0,0,405.1295,1913.6323,0,480.50536,0
8/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11570,13099.91156,11732.22994,2372.4699,395.91914,0,0,2214.8704,6748.9703,0,0,0
8/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,1760,721.2507896,1747.879975,0,0,0,0,1747.8837,0,0,0,0
8/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1180,980.7201516,1175.889994,0,0,0,0,0,1175.8938,0,0,0
8/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,3420,3578.736576,3422.839924,0,0,0,0,0,3422.8427,0,0,0
8/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,2669,3778.117498,2615.439924,1877.372,185.49589,0,0,0,552.57106,0,0,0
8/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,5858,6994.36513,5894.339987,742.56475,185.33164,0,0,1637.2583,2731.3455,0,597.83954,0
8/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,8807,10174.49147,8761.119899,1079.4188,0,0,0,4202.9564,3051.1813,0,208.81869,218.74921
8/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2247,4960.227416,2337.219962,0,0,0,0,0,2337.2204,0,0,0
8/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,12982,13369.84207,12973.7789,1921.3897,1180.5559,0,1693.3417,2730.8907,5097.8774,0,349.72836,0
8/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7425,7135.818067,7411.239924,0,0,0,0,0,7411.2444,0,0,0
8/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2050,2079.595704,2272.899937,1181.3013,0,0,0,909.66519,0,0,181.93,0
8/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12403,12567.39103,12396.85003,2610.9665,1206.1781,0,0,2836.1212,5743.5881,0,0,0
8/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1654,2679.67151,1630.649905,0,0,0,0,1193.2659,437.38471,0,0,0
8/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,5287,5549.2988,5277.6,1503.2975,0,0,0,586.78458,2625.9759,0,561.54137,0
9/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11347,13485.55907,11144.23992,2188.3,401.64,0,0,2973.51,5580.79,0,0,0
9/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,6872,8246.481364,6828.699937,301.72,0,0,0,4522.92,2004.06,0,0,0
9/1/2016,BIO SAN ISIDRO S.A.,CAMPO SANTO,SALTA,CAÑA DE AZÚCAR,1153,1221.958307,1174.289994,0,0,0,0,0,1174.29,0,0,0
9/1/2016,BIOENERGÍA LA CORONA S.A.,CONCEPCIÓN,TUCUMÁN,CAÑA DE AZÚCAR,2733,4050.397979,2710.600126,0,0,0,0,0,2710.6,0,0,0
9/1/2016,BIOENERGÍA SANTA ROSA S.A.,LEÓN ROUGES,TUCUMÁN,CAÑA DE AZÚCAR,3006,3723.07012,2913.489956,1908.81,219.38,0,0,0,588.38,0,196.92,0
9/1/2016,BIOETANOL RÍO CUARTO S.A.,RÍO CUARTO,CÓRDOBA,MAÍZ,5266,6374.061908,5287.809981,707.78,220.43,0,0,1483.68,2177.68,0,698.24,0
9/1/2016,BIOLEDESMA S.A.,LEDESMA,JUJUY,CAÑA DE AZÚCAR,8556,8714.150347,8542.569931,770.57,0,0,0,3113.46,4241.66,0,416.88,0
9/1/2016,BIOTRINIDAD S.A.,VILLA LA TRINIDAD,TUCUMÁN,CAÑA DE AZÚCAR,2569,4608.692356,2555.649905,0,0,0,0,0,2555.65,0,0,0
9/1/2016,COMPAÑÍA BIONERGÉTICA LA FLORIDA S.A.,LA FLORIDA,TUCUMÁN,CAÑA DE AZÚCAR,12881,13930.2211,13301.86987,1924.37,1001.55,0,1996.82,2024.08,5785.51,0,569.54,0
9/1/2016,DIASER S.A.,SAN LUIS,SAN LUIS,MAÍZ,7410,7584.333544,7516.109918,0,0,0,0,0,7516.11,0,0,0
9/1/2016,ENERGÍAS ECOLOGICAS DEL TUCUMÁN S.A.,AGUILARES,TUCUMÁN,CAÑA DE AZÚCAR,2083,2020.214782,2024,1264.69,0,0,0,617.81,0,0,141.5,0
9/1/2016,PROMAÍZ S.A.,ALEJANDRO ROCA,CÓRDOBA,MAÍZ,12180,10809.47568,12287.13999,2661.12,1238.31,0,0,2498.12,5889.59,0,0,0
9/1/2016,RÍO GRANDE ENERGÍA S.A.,LA MENDIETA,JUJUY,CAÑA DE AZÚCAR,1235,2439.16614,1273.239924,0,0,0,0,797.31,475.93,0,0,0
9/1/2016,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,MAÍZ,4884,4954.18825,4876.489956,1589.49,0,0,0,509.84,2225.7,0,551.46,0
10/1/2016,ACA BIO COOPERATIVA LTDA.,VILLA MARÍA,CÓRDOBA,MAÍZ,11836,9992.015161,11793.87997,2246.3171,395.79279,0,0,2975.3216,6176.4497,0,0,0
10/1/2016,ALCONOA S.R.L.,EL TABACAL,SALTA,CAÑA DE AZÚCAR,7109,8633.076437,7112.699937,298.69867,0,0,0,4587.8963,2226.1023,0,0,0
